dataset	annotation	N_anno	annoCoverage	peakset	propAnnoPeaks	peaksCoverage	propAnnoNotPeaks	genomeSize	estimate	CI95	z	SE	pvalue	warnings
GATA1	Enhancers	393964	586976760	MSPC	0.734897211055	1845966	0.189740680352	3088269832	0.545156530703	0.54468, 0.54563	1887.23440721	0.000288865298671	0	None
GATA1	Enhancers	226711	304136048	Discarded	0.305171236293	130316	0.0984723253347	3088269832	0.206698910958	0.20534, 0.20806	250.418149371	0.000825415056688	0	None
GATA1	Exons	313276	134968333	MSPC_IDR	0.128324070177	349232	0.0436939725859	3088269832	0.0846300975908	0.08406, 0.0852	244.626401016	0.00034595651671	0	None
GATA1	Exons	313276	134968333	MSPC	0.136331256193	1845966	0.0436481429293	3088269832	0.0926831132632	0.09244, 0.09293	615.783643275	0.000150512463713	0	None
GATA1	Exons	313276	134968333	Discarded	0.162319574576	130316	0.04369853737	3088269832	0.118621037206	0.11769, 0.11955	209.458743916	0.000566321725166	0	None
GATA1	Introns	172751	1580157646	MSPC_IDR	0.605146134529	349232	0.511653800137	3088269832	0.093492334392	0.0921, 0.09488	110.524177032	0.000845899394162	0	None
GATA1	Introns	172751	1580157646	MSPC	0.603135917381	1845966	0.511609664151	3088269832	0.0915262532301	0.09092, 0.09213	248.700135175	0.000368018510185	0	None
GATA1	Introns	172751	1580157646	Discarded	0.591311954695	130316	0.511661011533	3088269832	0.0796509431621	0.07737, 0.08193	57.5215396732	0.00138471507568	0	None
GATA1	Promoters	67635	423844937	MSPC_IDR	0.375205092302	349232	0.137216579706	3088269832	0.237988512596	0.23703, 0.23895	408.694762897	0.000582313585105	0	None
GATA1	Promoters	67635	423844937	MSPC	0.361606139221	1845966	0.137109302711	3088269832	0.224496836511	0.22408, 0.22491	886.140027708	0.000253342394532	0	None
GATA1	Promoters	67635	423844937	Discarded	0.35626971155	130316	0.1372342496	3088269832	0.21903546195	0.21747, 0.2206	229.78189374	0.000953232034016	0	None
GATA1	RefSeq_coding	17271	1129947427	MSPC_IDR	0.497301228693	349232	0.365868783467	3088269832	0.131432445225	0.13009, 0.13277	161.242562639	0.000815122527664	0	None
GATA1	RefSeq_coding	17271	1129947427	MSPC	0.510651598864	1845966	0.365797061707	3088269832	0.144854537157	0.14427, 0.14544	408.468205925	0.000354628671352	0	None
GATA1	RefSeq_coding	17271	1129947427	Discarded	0.542929932396	130316	0.365876175125	3088269832	0.177053757271	0.17486, 0.17925	132.690718231	0.00133433415413	0	None
GATA1	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.105854830443	349232	0.0826646203541	3088269832	0.0231902100886	0.02242, 0.02396	49.7631181973	0.000466011997011	0	None
GATA1	RefSeq_noncoding	8236	255298752	MSPC	0.100153469699	1845966	0.0826567844077	3088269832	0.0174966852914	0.01716, 0.01783	86.2993916126	0.000202744016666	0	None
GATA1	RefSeq_noncoding	8236	255298752	Discarded	0.0925819348205	130316	0.082666824397	3088269832	0.00991511042346	0.00866, 0.01117	12.9974678358	0.000762849391031	0	None
GATAD2B	CpG_islands	31144	24200434	MSPC_IDR	0.443528080435	337565	0.00778861449288	3088269832	0.435739465942	0.43549, 0.43599	2871.02432344	0.000151771429585	0	None
GATAD2B	CpG_islands	31144	24200434	MSPC	0.323335758763	2025757	0.00762915486768	3088269832	0.315706603895	0.3156, 0.31581	5094.35641254	6.19718328145e-05	0	None
GATAD2B	CpG_islands	31144	24200434	Discarded	0.262915162239	334567	0.00780860637887	3088269832	0.25510655586	0.25486, 0.25536	1673.38031848	0.000152449836444	0	None
GATAD2B	DNase_clusters	2107358	458295457	MSPC_IDR	0.658466788717	337565	0.148343014529	3088269832	0.510123774188	0.50912, 0.51113	833.677116251	0.000611896097715	0	None
GATAD2B	DNase_clusters	2107358	458295457	MSPC	0.723011830633	2025757	0.148021607833	3088269832	0.5749902228	0.57458, 0.5754	2301.32767796	0.000249851521931	0	None
GATAD2B	DNase_clusters	2107358	458295457	Discarded	0.705578537099	334567	0.148338405387	3088269832	0.557240131712	0.55623, 0.55825	906.62515516	0.000614631227184	0	None
GATAD2B	Enhancers	393964	586976760	MSPC_IDR	0.844279340929	337565	0.189995022384	3088269832	0.654284318545	0.65317, 0.6554	968.82339853	0.000675339096411	0	None
GATAD2B	Enhancers	393964	586976760	MSPC	0.886827548009	2025757	0.189609197448	3088269832	0.697218350561	0.69676, 0.69767	2528.38148268	0.00027575678565	0	None
GATAD2B	Enhancers	226711	304136048	Discarded	0.348894694053	334567	0.0984539159691	3088269832	0.250440778084	0.24959, 0.25129	486.138434684	0.000515163501209	0	None
GATAD2B	Exons	313276	134968333	MSPC_IDR	0.241600161154	337565	0.0436819092456	3088269832	0.197918251908	0.19734, 0.1985	562.453809497	0.000351883565488	0	None
GATAD2B	Exons	313276	134968333	MSPC	0.215964592019	2025757	0.0435904736548	3088269832	0.172374118365	0.17214, 0.17261	1199.68922541	0.000143682309313	0	None
GATAD2B	Exons	313276	134968333	Discarded	0.18995241625	334567	0.043687697269	3088269832	0.146264718981	0.14568, 0.14685	413.812551602	0.000353456458522	0	None
GATAD2B	Introns	172751	1580157646	MSPC_IDR	0.533501596725	337565	0.511661985399	3088269832	0.0218396113255	0.02042, 0.02325	25.3833374294	0.000860391640234	0	None
GATAD2B	Introns	172751	1580157646	MSPC	0.551334858359	2025757	0.511638333566	3088269832	0.039696524793	0.03912, 0.04027	112.993117402	0.000351318077647	0	None
GATAD2B	Introns	172751	1580157646	Discarded	0.552871165204	334567	0.511659907971	3088269832	0.0412112572326	0.03979, 0.04263	47.6851050665	0.000864237526062	0	None
GATAD2B	Promoters	67635	423844937	MSPC_IDR	0.575078651286	337565	0.137195629148	3088269832	0.437883022138	0.43691, 0.43886	739.305124571	0.000592289986346	0	None
GATAD2B	Promoters	67635	423844937	MSPC	0.512852473	2025757	0.136996948998	3088269832	0.375855524003	0.37546, 0.37625	1554.11170577	0.000241845887015	0	None
GATAD2B	Promoters	67635	423844937	Discarded	0.495172879654	334567	0.137204711815	3088269832	0.357968167839	0.35699, 0.35895	601.690397885	0.000594937477974	0	None
GATAD2B	RefSeq_coding	17271	1129947427	MSPC_IDR	0.460612146958	337565	0.365873290823	3088269832	0.0947388561349	0.09338, 0.0961	114.268827914	0.000829087493629	0	None
GATAD2B	RefSeq_coding	17271	1129947427	MSPC	0.482726465846	2025757	0.365806952701	3088269832	0.116919513146	0.11636, 0.11748	345.368177259	0.000338535860697	0	None
GATAD2B	RefSeq_coding	17271	1129947427	Discarded	0.47552963822	334567	0.36587176654	3088269832	0.10965787168	0.10829, 0.11103	131.674752461	0.000832793452279	0	None
GATAD2B	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.10950451171	337565	0.0826643089975	3088269832	0.0268402027128	0.02606, 0.02762	56.6253926016	0.000473995878521	0	None
GATAD2B	RefSeq_noncoding	8236	255298752	MSPC	0.112562803652	2025757	0.0826476198525	3088269832	0.0299151837993	0.0296, 0.03023	154.565582315	0.000193543629514	0	None
GATAD2B	RefSeq_noncoding	8236	255298752	Discarded	0.0964138829775	334567	0.0826657533841	3088269832	0.0137481295933	0.01296, 0.01453	28.875672929	0.000476114604397	0	None
HDAC2	CpG_islands	31144	24200434	MSPC_IDR	0.122897422479	2551094	0.00774111739789	3088269832	0.115156305081	0.11507, 0.11525	2085.09549408	5.52283122805e-05	0	None
HDAC2	CpG_islands	31144	24200434	MSPC	0.161733754486	14019608	0.00713441925966	3088269832	0.154599335227	0.15456, 0.15464	6550.00939723	2.36029180801e-05	0	None
HDAC2	CpG_islands	31144	24200434	Discarded	0.107961070421	915190	0.00780656315926	3088269832	0.100154507262	0.1, 0.10031	1086.4665808	9.21836980833e-05	0	None
HDAC2	DNase_clusters	2107358	458295457	MSPC_IDR	0.602081459138	2551094	0.148023695265	3088269832	0.454057763873	0.45369, 0.45442	2039.20870101	0.000222663704626	0	None
HDAC2	DNase_clusters	2107358	458295457	MSPC	0.630715878025	14019608	0.146199246775	3088269832	0.48451663125	0.48436, 0.48467	5091.61235084	9.51597643073e-05	0	None
HDAC2	DNase_clusters	2107358	458295457	Discarded	0.649623958278	915190	0.148250194818	3088269832	0.50137376346	0.50076, 0.50199	1349.02444307	0.000371656544874	0	None
HDAC2	Enhancers	393964	586976760	MSPC_IDR	0.824732516821	2551094	0.189541834123	3088269832	0.635190682698	0.63479, 0.63559	2584.70200469	0.000245750063854	0	None
HDAC2	Enhancers	393964	586976760	MSPC	0.841068035492	14019608	0.18709775499	3088269832	0.653970280503	0.6538, 0.65414	6226.7358973	0.000105026179252	0	None
HDAC2	Enhancers	226711	304136048	Discarded	0.36017181113	915190	0.0984034739532	3088269832	0.261768337177	0.26126, 0.26228	840.320317937	0.000311510184378	0	None
HDAC2	Exons	313276	134968333	MSPC_IDR	0.144420337149	2551094	0.0436202760109	3088269832	0.100800061138	0.10059, 0.10101	787.209025551	0.000128047390041	0	None
HDAC2	Exons	313276	134968333	MSPC	0.178721460777	14019608	0.0430878160174	3088269832	0.135633644759	0.13554, 0.13572	2478.52197802	5.47235997753e-05	0	None
HDAC2	Exons	313276	134968333	Discarded	0.15213982655	915190	0.0436713988764	3088269832	0.108468427673	0.10812, 0.10882	507.504922923	0.000213728818725	0	None
HDAC2	Introns	172751	1580157646	MSPC_IDR	0.601113639437	2551094	0.511590421081	3088269832	0.089523218356	0.08901, 0.09004	285.935289092	0.000313089086136	0	None
HDAC2	Introns	172751	1580157646	MSPC	0.598960070855	14019608	0.511266275022	3088269832	0.0876937958326	0.08747, 0.08791	655.38577785	0.000133804850206	0	None
HDAC2	Introns	172751	1580157646	Discarded	0.603896891469	915190	0.511637031918	3088269832	0.0922598595504	0.0914, 0.09312	176.543814325	0.000522589023597	0	None
HDAC2	Promoters	67635	423844937	MSPC_IDR	0.475183793626	2551094	0.136964102701	3088269832	0.338219690925	0.33787, 0.33857	1569.25221805	0.00021552921005	0	None
HDAC2	Promoters	67635	423844937	MSPC	0.517297165706	14019608	0.135510320495	3088269832	0.381786845211	0.38164, 0.38194	4144.86982913	9.21106961015e-05	0	None
HDAC2	Promoters	67635	423844937	Discarded	0.490215703607	915190	0.137138860038	3088269832	0.353076843569	0.35249, 0.35367	981.455794935	0.000359748085845	0	None
HDAC2	RefSeq_coding	17271	1129947427	MSPC_IDR	0.484266560046	2551094	0.365785774143	3088269832	0.118480785903	0.11798, 0.11898	392.713485838	0.00030169777758	0	None
HDAC2	RefSeq_coding	17271	1129947427	MSPC	0.491875130041	14019608	0.36530908304	3088269832	0.126566047001	0.12635, 0.12678	981.614981235	0.000128936547853	0	None
HDAC2	RefSeq_coding	17271	1129947427	Discarded	0.495695434068	915190	0.365845165955	3088269832	0.129850268112	0.12902, 0.13068	257.856679029	0.000503575352794	0	None
HDAC2	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.0992769771412	2551094	0.0826535108148	3088269832	0.0166234663264	0.01634, 0.01691	96.3774154487	0.000172483005993	0	None
HDAC2	RefSeq_noncoding	8236	255298752	MSPC	0.114574593343	14019608	0.0825217346012	3088269832	0.0320528587416	0.03193, 0.03217	434.827026865	7.3714044347e-05	0	None
HDAC2	RefSeq_noncoding	8236	255298752	Discarded	0.101040110753	915190	0.0826617964813	3088269832	0.0183783142715	0.0179, 0.01885	63.8361970642	0.000287898012675	0	None
HMBOX1	CpG_islands	31144	24200434	MSPC_IDR	0.0177131963897	4883759	0.00782059931417	3088269832	0.0098925970755	0.00983, 0.00996	247.741164206	3.99311802187e-05	0	None
HMBOX1	CpG_islands	31144	24200434	MSPC	0.048043296761	8981918	0.00771896414741	3088269832	0.0403243326136	0.04028, 0.04037	1368.59089902	2.94641244819e-05	0	None
HMBOX1	CpG_islands	31144	24200434	Discarded	0.0592586347552	403282	0.00782952748001	3088269832	0.0514291072752	0.0512, 0.05166	370.373536381	0.000138857402658	0	None
HMBOX1	DNase_clusters	2107358	458295457	MSPC_IDR	0.587554875751	4883759	0.147703196864	3088269832	0.439851678888	0.43959, 0.44012	2732.16201331	0.000160990335399	0	None
HMBOX1	DNase_clusters	2107358	458295457	MSPC	0.704605552555	8981918	0.146776384596	3088269832	0.557829167959	0.55763, 0.55802	4695.91275655	0.00011879036023	0	None
HMBOX1	DNase_clusters	2107358	458295457	Discarded	0.672728580178	403282	0.148330295281	3088269832	0.524398284898	0.52348, 0.52532	936.708727158	0.000559830681293	0	None
HMBOX1	Enhancers	393964	586976760	MSPC_IDR	0.750289121497	4883759	0.189179205711	3088269832	0.561109915786	0.56082, 0.5614	3157.94040136	0.000177682237304	0	None
HMBOX1	Enhancers	393964	586976760	MSPC	0.747955642887	8981918	0.188439242901	3088269832	0.559516399986	0.5593, 0.55973	4267.63641728	0.000131106857585	0	None
HMBOX1	Enhancers	226711	304136048	Discarded	0.352236518772	403282	0.0984479064027	3088269832	0.253788612369	0.25302, 0.25456	540.860132643	0.000469231501921	0	None
HMBOX1	Exons	313276	134968333	MSPC_IDR	0.0713673481088	4883759	0.0436597263062	3088269832	0.0277076218026	0.02756, 0.02786	299.280310389	9.25808375654e-05	0	None
HMBOX1	Exons	313276	134968333	MSPC	0.0968448947268	8981918	0.0435485358267	3088269832	0.0532963589001	0.05318, 0.05341	780.180408447	6.83128649773e-05	0	None
HMBOX1	Exons	313276	134968333	Discarded	0.097849401041	403282	0.0436964712881	3088269832	0.0541529297528	0.05362, 0.05468	168.206959713	0.000321942265915	0	None
HMBOX1	Introns	172751	1580157646	MSPC_IDR	0.672559257621	4883759	0.511409531982	3088269832	0.16114972564	0.16078, 0.16152	711.887335358	0.000226369704356	0	None
HMBOX1	Introns	172751	1580157646	MSPC	0.658853191618	8981918	0.511235040203	3088269832	0.147618151414	0.14734, 0.14789	883.771647334	0.000167032006355	0	None
HMBOX1	Introns	172751	1580157646	Discarded	0.643359625871	403282	0.511647172871	3088269832	0.131712452999	0.13042, 0.13301	167.321459242	0.000787182072136	0	None
HMBOX1	Promoters	67635	423844937	MSPC_IDR	0.294391821056	4883759	0.136994585866	3088269832	0.157397235189	0.15714, 0.15765	1010.04468463	0.000155831952372	0	None
HMBOX1	Promoters	67635	423844937	MSPC	0.33778995335	8981918	0.136658521999	3088269832	0.201131431351	0.20094, 0.20132	1749.21034953	0.000114984130642	0	None
HMBOX1	Promoters	67635	423844937	Discarded	0.330115576407	403282	0.137218302759	3088269832	0.192897273648	0.19201, 0.19379	355.969416512	0.000541892827586	0	None
HMBOX1	RefSeq_coding	17271	1129947427	MSPC_IDR	0.546379633725	4883759	0.365597759631	3088269832	0.180781874094	0.18042, 0.18114	828.76690194	0.000218133559232	0	None
HMBOX1	RefSeq_coding	17271	1129947427	MSPC	0.532188834034	8981918	0.365398553753	3088269832	0.166790280281	0.16653, 0.16706	1036.25552391	0.000160954780392	0	None
HMBOX1	RefSeq_coding	17271	1129947427	Discarded	0.534413798747	403282	0.365861635881	3088269832	0.168552162866	0.1673, 0.1698	222.205576129	0.000758541553286	0	None
HMBOX1	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.108417285043	4883759	0.082626457424	3088269832	0.0257908276186	0.02559, 0.026	206.808598585	0.000124708681337	0	None
HMBOX1	RefSeq_noncoding	8236	255298752	MSPC	0.112359396695	8981918	0.0825806342845	3088269832	0.0297787624102	0.02963, 0.02993	323.614940379	9.20191211668e-05	0	None
HMBOX1	RefSeq_noncoding	8236	255298752	Discarded	0.11410349556	403282	0.0826631371368	3088269832	0.0314403584234	0.03073, 0.03215	72.499316201	0.00043366420638	0	None
HNRNPLL	CpG_islands	31144	24200434	MSPC_IDR	0.645120550225	4906792	0.00682208378771	3088269832	0.638298466437	0.63823, 0.63836	16022.5540075	3.98374982002e-05	0	None
HNRNPLL	CpG_islands	31144	24200434	MSPC	0.474764755298	5680467	0.00697580684963	3088269832	0.467788948449	0.46773, 0.46785	12632.7120676	3.70299699659e-05	0	None
HNRNPLL	CpG_islands	31144	24200434	Discarded	0.194246354418	443961	0.00780944166389	3088269832	0.186436912754	0.18622, 0.18665	1408.73059451	0.000132343908395	0	None
HNRNPLL	DNase_clusters	2107358	458295457	MSPC_IDR	0.682421084403	4906792	0.14754894323	3088269832	0.534872141172	0.53461, 0.53514	3330.19958799	0.000160612638084	0	None
HNRNPLL	DNase_clusters	2107358	458295457	MSPC	0.712248004918	5680467	0.14735973604	3088269832	0.564888268877	0.56464, 0.56513	3783.74218812	0.000149293540837	0	None
HNRNPLL	DNase_clusters	2107358	458295457	Discarded	0.60727269451	443961	0.148332797989	3088269832	0.458939896521	0.45806, 0.45982	860.130204318	0.000533570259731	0	None
HNRNPLL	Enhancers	393964	586976760	MSPC_IDR	0.970254094681	4906792	0.188824966971	3088269832	0.781429127709	0.78114, 0.78172	4408.24446734	0.000177265379336	0	None
HNRNPLL	Enhancers	393964	586976760	MSPC	0.895533607442	5680467	0.188766534004	3088269832	0.706767073438	0.7065, 0.70704	4289.34601247	0.00016477268828	0	None
HNRNPLL	Enhancers	226711	304136048	Discarded	0.297680882598	443961	0.0984524069034	3088269832	0.199228475695	0.19849, 0.19996	445.48115057	0.000447220887887	0	None
HNRNPLL	Exons	313276	134968333	MSPC_IDR	0.443190083625	4906792	0.0430678091812	3088269832	0.400122274444	0.39997, 0.40027	4332.03256867	9.2363634876e-05	0	None
HNRNPLL	Exons	313276	134968333	MSPC	0.338566998353	5680467	0.0431601807084	3088269832	0.295406817645	0.29527, 0.29555	3440.79022192	8.58543528062e-05	0	None
HNRNPLL	Exons	313276	134968333	Discarded	0.218421846915	443961	0.0436784221903	3088269832	0.174743424725	0.17424, 0.17525	569.492393776	0.000306840664835	0	None
HNRNPLL	Introns	172751	1580157646	MSPC_IDR	0.540263059803	4906792	0.511618861304	3088269832	0.028644198499	0.02827, 0.02902	126.834809416	0.00022583862136	0	None
HNRNPLL	Introns	172751	1580157646	MSPC	0.55906115482	5680467	0.51157703177	3088269832	0.0474841230506	0.04714, 0.04783	226.198075089	0.000209922754789	0	None
HNRNPLL	Introns	172751	1580157646	Discarded	0.621530671544	443961	0.51164857622	3088269832	0.109882095324	0.10865, 0.11112	146.459254462	0.000750257098656	0	None
HNRNPLL	Promoters	67635	423844937	MSPC_IDR	0.91203602842	4906792	0.136010505314	3088269832	0.776025523106	0.77577, 0.77628	4991.59778183	0.000155466357071	0	None
HNRNPLL	Promoters	67635	423844937	MSPC	0.741705260905	5680467	0.136129615219	3088269832	0.605575645685	0.60534, 0.60581	4190.54661253	0.000144509941466	0	None
HNRNPLL	Promoters	67635	423844937	Discarded	0.53717435276	443961	0.137185990996	3088269832	0.399988361764	0.39914, 0.40084	774.46007453	0.000516473831148	0	None
HNRNPLL	RefSeq_coding	17271	1129947427	MSPC_IDR	0.585113943058	4906792	0.365534768285	3088269832	0.219579174773	0.21922, 0.21994	1008.99439226	0.000217621798948	0	None
HNRNPLL	RefSeq_coding	17271	1129947427	MSPC	0.565602869341	5680467	0.365515612024	3088269832	0.200087257317	0.19975, 0.20042	989.135370835	0.000202285008925	0	None
HNRNPLL	RefSeq_coding	17271	1129947427	Discarded	0.572972461607	443961	0.365853871481	3088269832	0.207118590126	0.20593, 0.20831	286.486911742	0.000722960043327	0	None
HNRNPLL	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.13023740761	4906792	0.0825915407232	3088269832	0.047645866887	0.04744, 0.04785	382.955786111	0.000124416103934	0	None
HNRNPLL	RefSeq_noncoding	8236	255298752	MSPC	0.114098169376	5680467	0.0826093231794	3088269832	0.0314888461968	0.0313, 0.03168	272.28194694	0.000115647939758	0	None
HNRNPLL	RefSeq_noncoding	8236	255298752	Discarded	0.101301462738	443961	0.0826645635947	3088269832	0.0186368991431	0.01796, 0.01932	45.0905111269	0.000413321975673	0	None
IRF1	CpG_islands	31144	24200434	MSPC_IDR	0.223446585391	542594	0.00779835495554	3088269832	0.215648230435	0.21545, 0.21585	1801.3578664	0.000119714263589	0	None
IRF1	CpG_islands	31144	24200434	MSPC	0.386279555468	957140	0.00771891686562	3088269832	0.378560638602	0.37841, 0.37871	4199.62457317	9.01415428944e-05	0	None
IRF1	CpG_islands	31144	24200434	Discarded	0.47824771782	92564	0.0078221432617	3088269832	0.470425574558	0.46995, 0.4709	1623.16317473	0.000289820260761	0	None
IRF1	DNase_clusters	2107358	458295457	MSPC_IDR	0.782605810964	542594	0.148287327168	3088269832	0.634318483796	0.63352, 0.63511	1314.23736299	0.00048265138525	0	None
IRF1	DNase_clusters	2107358	458295457	MSPC	0.79006541356	957140	0.148199841997	3088269832	0.641865571563	0.64127, 0.64246	1766.16565673	0.000363423198225	0	None
IRF1	DNase_clusters	2107358	458295457	Discarded	0.793107546049	92564	0.148379449553	3088269832	0.644728096496	0.64281, 0.64665	551.772682253	0.00116846686549	0	None
IRF1	Enhancers	393964	586976760	MSPC_IDR	0.868159492808	542594	0.189947380705	3088269832	0.678212112103	0.67734, 0.67909	1273.17404259	0.000532693951822	0	None
IRF1	Enhancers	393964	586976760	MSPC	0.875250354963	957140	0.189854116076	3088269832	0.685396238887	0.68474, 0.68606	1708.7749235	0.000401103872407	0	None
IRF1	Enhancers	226711	304136048	Discarded	0.228747366715	92564	0.0984771428926	3088269832	0.130270223823	0.12866, 0.13188	133.014287693	0.000979370157014	0	None
IRF1	Exons	313276	134968333	MSPC_IDR	0.2194196408	542594	0.0436726649246	3088269832	0.175746975876	0.17529, 0.1762	633.18847794	0.000277558708029	0	None
IRF1	Exons	313276	134968333	MSPC	0.334296618784	957140	0.043613452046	3088269832	0.290683166738	0.29034, 0.29103	1390.86806791	0.000208994061655	0	None
IRF1	Exons	313276	134968333	Discarded	0.36965375682	92564	0.043693772842	3088269832	0.325959983978	0.32485, 0.32707	485.094762893	0.000671951150398	0	None
IRF1	Introns	172751	1580157646	MSPC_IDR	0.546440715451	542594	0.511658261477	3088269832	0.0347824539733	0.03367, 0.0359	51.2516868168	0.000678659691683	0	None
IRF1	Introns	172751	1580157646	MSPC	0.510834871769	957140	0.511664629762	3088269832	-0.000829757992833	-0.00167, 1e-05	-1.62375424733	0.000511012053825	0.10442826828	None
IRF1	Introns	172751	1580157646	Discarded	0.4610489926	92564	0.511665889742	3088269832	-0.050616897142	-0.05332, -0.04791	-30.8077952328	0.0016429899238	0	None
IRF1	Promoters	67635	423844937	MSPC_IDR	0.515069250546	542594	0.137177098393	3088269832	0.377892152153	0.37712, 0.37866	808.867915693	0.000467186477325	0	None
IRF1	Promoters	67635	423844937	MSPC	0.627313008219	957140	0.137091559023	3088269832	0.490221449196	0.48964, 0.4908	1393.55128737	0.000351778548546	0	None
IRF1	Promoters	67635	423844937	Discarded	0.699918975855	92564	0.137226626699	3088269832	0.562692349155	0.56083, 0.56455	497.505517955	0.00113102735316	0	None
IRF1	RefSeq_coding	17271	1129947427	MSPC_IDR	0.476342391655	542594	0.365864235825	3088269832	0.11047815583	0.1094, 0.11155	168.935211009	0.00065396760788	0	None
IRF1	RefSeq_coding	17271	1129947427	MSPC	0.514803983948	957140	0.365837477458	3088269832	0.14896650649	0.14816, 0.14978	302.519453002	0.000492419594877	0	None
IRF1	RefSeq_coding	17271	1129947427	Discarded	0.520045373521	92564	0.365879025493	3088269832	0.154166348028	0.15156, 0.15677	97.3756798247	0.00158321203308	0	None
IRF1	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.0967480349063	542594	0.082664768423	3088269832	0.0140832664833	0.01347, 0.0147	37.668034387	0.00037387845457	0	None
IRF1	RefSeq_noncoding	8236	255298752	MSPC	0.115218134005	957140	0.0826571512319	3088269832	0.0325609827735	0.0321, 0.03302	115.661275323	0.000281520177627	0	None
IRF1	RefSeq_noncoding	8236	255298752	Discarded	0.120196618592	92564	0.0826661178838	3088269832	0.0375305007085	0.03604, 0.03902	41.463988479	0.000905134843154	0	None
KAT8	CpG_islands	31144	24200434	MSPC_IDR	0.295040238849	104500	0.00782652462204	3088269832	0.287213714227	0.28677, 0.28766	1052.96130468	0.000272767586949	0	None
KAT8	CpG_islands	31144	24200434	MSPC	0.216512871828	193872	0.00782314240995	3088269832	0.208689729419	0.20836, 0.20902	1042.07858719	0.00020026294752	0	None
KAT8	CpG_islands	31144	24200434	Discarded	0.113947719901	26204	0.00783534297244	3088269832	0.106112376928	0.10522, 0.10701	194.809730436	0.000544697519425	0	None
KAT8	DNase_clusters	2107358	458295457	MSPC_IDR	0.595123491641	104500	0.148383657248	3088269832	0.446739834393	0.44493, 0.44855	406.232119311	0.00109971568755	0	None
KAT8	DNase_clusters	2107358	458295457	MSPC	0.489469910715	193872	0.148377361206	3088269832	0.341092549509	0.33976, 0.34242	422.458420193	0.000807399102977	0	None
KAT8	DNase_clusters	2107358	458295457	Discarded	0.541270749857	26204	0.14839544037	3088269832	0.392875309486	0.38926, 0.39649	178.900551764	0.00219605420785	0	None
KAT8	Enhancers	393964	586976760	MSPC_IDR	0.780729371011	104500	0.190046551947	3088269832	0.590682819063	0.58869, 0.59268	486.664547208	0.00121373710588	0	None
KAT8	Enhancers	393964	586976760	MSPC	0.69529021576	193872	0.190034820967	3088269832	0.505255394793	0.50379, 0.50672	566.994032288	0.00089111236807	0	None
KAT8	Enhancers	226711	304136048	Discarded	0.277847738981	26204	0.098479525495	3088269832	0.179368213486	0.17634, 0.1824	97.4477826941	0.00184065977211	0	None
KAT8	Exons	313276	134968333	MSPC_IDR	0.325365307509	104500	0.0436940116662	3088269832	0.281671295843	0.28063, 0.28271	445.39041966	0.000632414356954	0	None
KAT8	Exons	313276	134968333	MSPC	0.338922903138	193872	0.0436850086562	3088269832	0.295237894481	0.29447, 0.296	635.86150933	0.000464311630991	0	None
KAT8	Exons	313276	134968333	Discarded	0.231139095592	26204	0.0437019524043	3088269832	0.187437143188	0.18536, 0.18951	148.419614745	0.0012628866037	0	None
KAT8	Introns	172751	1580157646	MSPC_IDR	0.588721639027	104500	0.511661765042	3088269832	0.0770598739857	0.07452, 0.0796	49.8344162802	0.00154631838271	0	None
KAT8	Introns	172751	1580157646	MSPC	0.523822296039	193872	0.511663609308	3088269832	0.0121586867309	0.01029, 0.01403	10.7097641751	0.0011352898656	0	None
KAT8	Introns	172751	1580157646	Discarded	0.616103796985	26204	0.511663486386	3088269832	0.104440310599	0.09936, 0.10952	33.8225696758	0.0030878881055	0	None
KAT8	Promoters	67635	423844937	MSPC_IDR	0.651352618635	104500	0.137226095295	3088269832	0.51412652334	0.51238, 0.51588	482.984153854	0.00106447907087	0	None
KAT8	Promoters	67635	423844937	MSPC	0.536170585899	193872	0.137218447223	3088269832	0.398952138676	0.39767, 0.40024	510.476587391	0.000781528768469	0	None
KAT8	Promoters	67635	423844937	Discarded	0.458996374738	26204	0.137240762126	3088269832	0.321755612612	0.31826, 0.32525	151.365314835	0.00212568918422	0	None
KAT8	RefSeq_coding	17271	1129947427	MSPC_IDR	0.534588185759	104500	0.365877937511	3088269832	0.168710248248	0.16626, 0.17116	113.223966088	0.00149005775082	0	None
KAT8	RefSeq_coding	17271	1129947427	MSPC	0.44884537816	193872	0.365878437901	3088269832	0.0829669402585	0.08117, 0.08477	75.8392677166	0.0010939839315	0	None
KAT8	RefSeq_coding	17271	1129947427	Discarded	0.47964128983	26204	0.365882681056	3088269832	0.113758608774	0.10886, 0.11865	38.2312533156	0.00297553961507	0	None
KAT8	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.185529325078	104500	0.0826637620199	3088269832	0.102865563058	0.10146, 0.10427	120.751547563	0.000851877803098	0	None
KAT8	RefSeq_noncoding	8236	255298752	MSPC	0.142180705926	193872	0.0826635064646	3088269832	0.0595171994614	0.05849, 0.06055	95.1606375797	0.000625439267487	0	None
KAT8	RefSeq_noncoding	8236	255298752	Discarded	0.108681549323	26204	0.0826670220471	3088269832	0.0260145272756	0.02322, 0.02881	15.2924123686	0.00170113953564	0	None
